county,cases,deaths,sincedeath,cbsa18,cbsaname18,countyn,popestimate2019,density,temp_mar20,pcpn_mar20,obesity,gini,hhsize,crowded,dist,lndensity,lncbsapop,pcases,pdeaths,age60plus,college,seasonal_units,hospitality_jobs,oil_jobs,black_pct,hisp_pct,asian_pct,wfh_share,italy_born,china_born,transit_modeshare,wfh_modeshare
1001,91,4,37,33860,"Montgomery, AL","Autauga AL",55869,360.5407,65.4,6.63,33.2,.4602,2.59251,1.4,899.46721,5.887605,12.83011,162.881,7.159606,.2138451,.2768929,.0076775,.2469192,0,.1934318,.0296577,.0120501,.4027512,0,.0017754,.0010644,.0276322
1003,227,7,42,19300,"Daphne-Fairhope-Foley, AL","Baldwin AL",223234,174.8945,68.4,.81,31.1,.4609,2.612515,1.3,1048.786,5.164183,12.31598,101.687,3.135723,.276284,.3134588,.0839162,.2335901,.0004046,.0878398,.0464678,.0113429,.3742726,.0001922,.0022152,.000897,.0613323
1005,67,1,14,21640,"Eufaula, AL-GA","Barbour AL",24686,73.61488,65.5,5.61,41.7,.4731,2.494043,3.4,881.80767,4.298847,10.20304,271.4089,4.050879,.2559383,.1221593,.083103,.0962833,0,.4803264,.0427636,.0045416,.3049105,0,0,.0025767,.0130007
1007,46,1,5,13820,"Birmingham-Hoover, AL","Bibb AL",22394,16.75264,62.6,7.56,37.7,.4294,2.990175,.8,902.37928,2.818556,13.90209,205.4122,4.465482,.2255804,.1148923,.0182295,.0786452,0,.2112054,.02625,.0023214,.2498901,0,0,.0046564,.0261767
1009,45,0,0,13820,"Birmingham-Hoover, AL","Blount AL",57826,35.84307,59.9,9.12,33.7,.4331,2.770917,1.6,837.44841,3.57915,13.90209,77.81966,0,.2460408,.1264289,.0123441,.1167795,0,.0146266,.0957123,.0027835,.3080395,.0002082,.0004857,.0014659,.0225553
1011,26,1,7,,"","Bullock AL",10101,9.290742,64.6,5.64,37.1,.5174,2.751593,0,883.81781,2.229018,9.220389,257.4003,9.90001,.2307161,.1330236,.0349094,.0434783,0,.6954035,.0796015,.0012823,.2492792,0,0,0,.0274112
1013,224,6,17,,"","Butler AL",19448,56.17489,66.3,3.94,43.9,.4708,2.935081,1.8,940.9161,4.02847,9.8755,1151.789,30.8515,.2762195,.1609303,.0244365,.1310379,0,.4455793,.0150915,.0127033,.2796462,0,0,0,.0157034
1015,126,3,27,11500,"Anniston-Oxford, AL","Calhoun AL",113605,235.0704,60.4,9.16,38.5,.4676,2.485263,1.7,812.80662,5.459885,11.64048,110.9106,2.640729,.24606,.1796803,.0195224,.1386739,0,.2085021,.0391067,.0093195,.3092732,.0001129,.0006342,.003224,.0305216
1017,324,21,45,29300,"LaGrange, GA-AL","Chambers AL",33254,146.2033,61,5.67,40.2,.4568,2.463224,3,831.06845,4.984998,11.54419,974.3189,63.1503,.2671724,.1323205,.0468759,.1301638,0,.3956567,.0256136,.0126729,.2788442,0,0,.0018755,.0179216
1019,24,0,0,,"","Cherokee AL",26196,27.57655,58.6,7.24,34.8,.4539,2.410537,1.5,784.21495,3.316966,10.17336,91.61704,0,.3097726,.1289027,.1916399,.1162325,0,.0424093,.0162108,.00315,.2481244,0,.000967,.0022748,.0174749
1021,69,1,21,13820,"Birmingham-Hoover, AL","Chilton AL",44428,46.41027,63.6,7.92,38.1,.4845,2.597485,2.7,889.5034,3.837521,13.90209,155.3075,2.250833,.2332118,.1416104,.0264475,.123036,0,.0996761,.0792698,.0044165,.2846811,0,0,0,.0249317
1023,69,1,1,,"","Choctaw AL",12589,6.47058,66.2,4.14,41.1,.4809,2.407968,1.4,996.99566,1.867266,9.440578,548.0975,7.943443,.3046492,.129822,.0740741,.0522946,0,.4151546,.0104353,.0015575,.255061,0,0,0,.0184109
1025,64,1,23,,"","Clarke AL",23622,17.23429,66.7,2.61,34.2,.5185,2.5676,1.8,993.50829,2.846901,10.06993,270.9339,4.233342,.268102,.1255483,.0970097,.1130677,0,.4432692,.0136288,.0041806,.241394,0,.0014352,.001461,.0098287
1027,27,1,20,,"","Clay AL",13235,11.2617,60.4,8.47,41.1,.4684,2.506837,.9,833.88679,2.421407,9.49062,204.0045,7.555724,.2785687,.1016694,.0721847,.0356522,0,.1383051,.0301318,.0021092,.2410953,0,.0009717,0,.0326147
1029,13,1,24,,"","Cleburne AL",14910,12.83203,59.5,8.6,37.7,.4622,2.578351,.9,803.34813,2.551944,9.609787,87.1898,6.706908,.2574231,.1367161,.0359976,.080749,0,.0286915,.0248215,.0020685,.3059382,0,0,.0001867,.03324
1031,155,1,22,21460,"Enterprise, AL","Coffee AL",52342,223.3308,67,2.86,34.2,.4427,2.558314,1.4,930.93787,5.408654,10.86555,296.1293,1.910512,.2315591,.2341602,.0179314,.133727,0,.1718777,.0758057,.0154694,.3271084,.000351,.0040555,0,.0265781
1033,72,2,37,22520,"Florence-Muscle Shoals, AL","Colbert AL",55241,330.5393,58.1,9.19,30.5,.4496,2.482705,.4,857.95435,5.800725,11.90477,130.338,3.620499,.270023,.1872768,.0225572,.0909365,0,.1599832,.0267521,.0057339,.3001457,0,.0004404,.0009966,.0208843
1035,14,0,0,,"","Conecuh AL",12067,8.502934,67.4,2.55,43.8,.4354,2.727661,1.1,971.47131,2.140411,9.39823,116.0189,0,.3027613,.1072559,.0355593,.1326453,0,.4566262,.0215036,.0020363,.2289003,0,0,.002064,.0237358
1037,33,1,30,10760,"Alexander City, AL","Coosa AL",10663,9.456465,62.7,7.6,40.6,.4646,2.552176,.9,866.20909,2.246699,10.84017,309.4814,9.378223,.3212319,.1157959,.1652943,.1544401,0,.304713,.0251983,.0012133,.260438,0,0,.0045056,.0443054
1039,56,1,27,,"","Covington AL",37049,47.74129,67.3,1.9,31.7,.4553,2.446625,2.1,954.87889,3.865797,10.52,151.1512,2.699128,.2852701,.1494818,.0367589,.0904821,0,.1244255,.0174931,.0042989,.3055695,0,.0005087,.0004759,.0160446
1041,46,1,2,,"","Crenshaw AL",13772,10.13578,65.9,4.09,38.2,.504,2.727381,.9,927.55615,2.316072,9.530393,334.011,7.261109,.2612124,.1555556,.0353461,.0535547,0,.2322049,.0231481,.0107784,.2921187,0,0,.0053947,.0424384
1043,67,0,42,18980,"Cullman, AL","Cullman AL",83768,98.16699,59,8.44,36.7,.4548,2.64204,1.8,840.69078,4.58667,11.33581,79.98281,0,.2519834,.1374886,.0526931,.119962,0,.0120563,.0443302,.0063877,.2818238,.0001822,.0000364,.0010408,.0209379
1045,52,0,0,37120,"Ozark, AL","Dale AL",49172,109.1623,67.1,3.63,37.3,.45,2.575227,1.7,918.50868,4.692836,10.80308,105.7512,0,.2332094,.1704511,.0207674,.1009823,0,.2045102,.0663861,.0135632,.3015656,0,0,.0003485,.0301175
1047,124,3,28,42820,"Selma, AL","Dallas AL",37196,277.9419,65.9,5.9,43.8,.4885,2.414233,3.1,925.99151,5.627412,10.52396,333.3692,8.065383,.2540851,.1511654,.0250787,.0884692,0,.7005743,.0111198,.0056121,.2718496,0,.0005746,0,.0145093
1049,167,2,27,22840,"Fort Payne, AL","DeKalb AL",71513,41.6967,57.2,6.92,29.1,.4748,2.685761,2.9,780.67948,3.730422,11.17763,233.524,2.796694,.2365623,.1270992,.031244,.0941196,0,.0144848,.1484205,.0035021,.2628201,0,0,.0005307,.0260756
1051,156,4,26,33860,"Montgomery, AL","Elmore AL",81209,102.2668,64.4,6.22,34.3,.4359,2.634223,1.4,883.73745,4.627585,12.83011,192.0969,4.925562,.2141732,.2450546,.0505529,.199281,0,.212146,.0301269,.0068509,.3850844,0,.0009112,.0012507,.0255792
1053,38,3,22,12120,"Atmore, AL","Escambia AL",36633,38.63777,68.1,1.72,39.6,.4823,2.568789,2,997.3856,3.65423,10.50871,103.7316,8.189338,.2414825,.1265935,.003254,.2214356,.0245821,.3140307,.0246816,.0027484,.2829658,0,.0028129,0,.0067506
1055,196,10,42,23460,"Gadsden, AL","Etowah AL",102268,277.8291,59.6,9.3,35.7,.4483,2.62281,1.2,809.64089,5.627006,11.53535,191.6533,9.77823,.2586219,.1773318,.009433,.1337407,0,.1548375,.0401557,.0076194,.3002946,.0000874,.002244,.0020814,.0398364
1057,9,0,0,,"","Fayette AL",16302,15.15662,60.8,7.22,41.6,.4635,2.339066,1.1,902.39507,2.718438,9.699043,55.20795,0,.2823587,.1293847,.0731995,.0841424,.0213592,.118542,.0180734,.0039555,.2553088,0,.0015074,0,.020648
1059,264,3,29,,"","Franklin AL",31362,63.37006,58.6,8.17,34.2,.4224,2.792426,3.3,872.07998,4.148992,10.35335,841.783,9.565717,.2298568,.1287238,.0159695,.0658107,0,.0388356,.1775022,.0025508,.2692007,0,.0002219,.0020359,.0133114
1061,16,0,0,20020,"Dothan, AL","Geneva AL",26271,22.48244,67.8,1.81,39.1,.4413,2.501737,1.9,940.86066,3.112734,11.9141,60.90366,0,.2777609,.1109259,.0198935,.0731126,0,.0931443,.0404347,.0030022,.275948,0,.0031709,.0003028,.0172588
1063,73,4,15,46220,"Tuscaloosa, AL","Greene AL",8111,6.908698,63.8,7.69,35.4,.5041,2.834305,3.1,946.88001,1.932781,12.43737,900.0123,49.31574,.3017126,.1009772,.253202,.1616242,0,.7960646,.0166404,.0025507,.3174229,0,0,0,.0372051
1065,74,2,25,46220,"Tuscaloosa, AL","Hale AL",14651,13.37775,63.8,7.22,40.7,.5071,2.591665,3.2,936.90942,2.593593,12.43737,505.085,13.65095,.2608991,.1410982,.1310274,.0780843,0,.5780253,.0135814,.0028521,.3133386,0,0,.0012024,.0312625
1067,32,1,19,20020,"Dothan, AL","Henry AL",17205,22.47761,67,4.25,36.3,.435,2.524079,.8,897.73061,3.11252,11.9141,185.9924,5.812264,.3014702,.1797485,.092898,.0847979,0,.2582951,.0267302,.0032541,.3083736,0,0,0,.0216564
1069,114,4,42,20020,"Dothan, AL","Houston AL",105882,366.7463,68,2.39,38.1,.4808,2.634096,1.2,918.64758,5.90467,11.9141,107.667,3.77779,.241974,.2102709,.0113591,.1251479,0,.2691984,.0343863,.0102366,.317798,.0000767,.0011787,.0009381,.0255794
1071,60,2,49,42460,"Scottsboro, AL","Jackson AL",51626,56.17512,57.1,7.48,39.4,.4616,2.496318,2.2,776.29168,4.028474,10.85178,116.2205,3.874017,.2766932,.1418402,.0291564,.0988593,0,.0341348,.0295346,.0047356,.2829551,0,.0006719,.000403,.0271509
1073,1153,62,42,13820,"Birmingham-Hoover, AL","Jefferson AL",658573,826.1747,61.4,7.89,34.3,.4996,2.468158,1.5,866.56812,6.716806,13.90209,175.0755,9.414294,.2232307,.3241623,.0065133,.1175578,.0001583,.4312604,.0398089,.0175611,.3877792,.0002137,.0029656,.0090564,.0310653
1075,13,0,0,,"","Lamar AL",13805,10.30324,61.2,7.3,36.3,.4623,2.297568,1.7,913.90811,2.332458,9.532786,94.16878,0,.2890061,.1248357,.0265223,.0483365,0,.1039439,.0169026,.0010113,.2633608,0,0,.0068143,.009275
1077,99,2,48,22520,"Florence-Muscle Shoals, AL","Lauderdale AL",92729,381.1092,57.1,9.84,32.8,.4672,2.348604,1.2,848.73341,5.943086,11.90477,106.7627,2.156823,.2701354,.2394015,.0250491,.1855202,0,.0989317,.0286187,.0070464,.3383873,0,.0019874,.0003286,.0187825
1079,26,0,0,19460,"Decatur, AL","Lawrence AL",32924,34.91294,57.8,8.59,32.4,.4389,2.569265,1.5,845.15578,3.552858,11.9356,78.96975,0,.2564251,.1170336,.0184089,.14957,0,.108323,.0222714,.0022454,.2797064,.0003316,0,.001453,.021876
1081,432,30,44,12220,"Auburn-Opelika, AL","Lee AL",164542,692.9625,62.6,5.64,30,.5081,2.580997,3.1,846.66241,6.540976,12.01092,262.5469,18.23243,.1691828,.3408536,.0440505,.1876659,0,.227771,.0375989,.0413868,.407483,.0000691,.0069999,.0069778,.0388902
1083,58,0,0,26620,"Huntsville, AL","Limestone AL",98915,136.6351,57.5,9.94,33.7,.4509,2.810991,1.8,819.73068,4.917314,13.06436,58.6362,0,.2131969,.254565,.0145,.134727,0,.1349325,.0614511,.0154616,.3639101,0,.000806,.0018077,.0290501
1085,111,7,21,33860,"Montgomery, AL","Lowndes AL",9726,6.600324,66.2,5.36,47,.4999,2.422143,1.7,920.59098,1.887119,12.83011,1141.271,71.97203,.2618809,.1411565,.0634278,.0273109,0,.7193704,.0173451,.0032083,.2826902,0,0,.0035714,.0092262
1087,51,2,37,,"","Macon AL",18068,111.9285,63.9,5.58,49.3,.5145,2.189447,1.3,869.66299,4.717861,9.801898,282.267,11.06929,.270839,.2068397,.0519759,.0744157,0,.8004773,.0182765,.0058029,.3417259,0,0,.0051792,.0107783
1089,255,4,48,26620,"Huntsville, AL","Madison AL",372909,603.5123,57.6,9.95,32.8,.4673,2.401846,1.3,806.11587,6.402766,13.06436,68.38129,1.072648,.213566,.4169658,.0056874,.1166348,0,.2443693,.0506877,.0264652,.4564859,.0000811,.0036134,.0017539,.0365338
1091,89,5,36,,"","Marengo AL",18863,20.00348,65.5,5.47,42.7,.5386,2.482316,.7,964.32396,2.995906,9.844957,471.8232,26.50692,.2666527,.1541078,.104891,.0823229,0,.5107521,.0258051,.0029372,.2943532,0,0,0,.0319514
1093,97,7,42,,"","Marion AL",29709,21.66575,59.7,6.97,37.4,.4596,2.413329,2.2,889.75277,3.075733,10.29921,326.5004,23.56188,.2794409,.131404,.026838,.0945636,0,.0378322,.0257367,.0029567,.3012805,0,0,.0005114,.0161084
1095,581,8,37,10700,"Albertville, AL","Marshall AL",96774,118.5037,58.7,8.35,34.2,.4805,2.694451,2.6,809.21108,4.774944,11.48013,600.3679,8.266684,.2334745,.1922098,.0279104,.1087415,0,.0240352,.143254,.0065967,.3116135,.0000105,.0001471,.0051104,.027705
1097,1507,95,47,33660,"Mobile, AL","Mobile AL",413210,721.3619,68.2,1,36.5,.4765,2.600847,2,1057.0408,6.581141,12.97046,364.7056,22.99073,.2269158,.2293959,.0125352,.114288,.0010918,.3574562,.0305687,.0204975,.339614,.0000796,.001418,.0046602,.042947
1099,15,1,36,,"","Monroe AL",20733,17.01422,67.2,2.69,42.2,.5477,2.605693,.6,984.1635,2.834049,9.939482,72.34843,4.823229,.2768785,.1408241,.1108966,.0750601,0,.4096454,.016139,.0045569,.288801,0,0,.0066152,.0338636
1101,684,18,43,33860,"Montgomery, AL","Montgomery AL",226486,875.9774,65.6,5.23,37.7,.4929,2.446865,1.8,895.582,6.77534,12.83011,302.0054,7.947511,.2129313,.3207835,.0114034,.1230719,0,.5854546,.0351563,.0315862,.394576,.0000573,.0015907,.0054752,.0356788
1103,98,1,1,19460,"Decatur, AL","Morgan AL",119679,421.6145,58.2,9.12,32.1,.4511,2.566565,2.4,830.17636,6.044092,11.9356,81.88571,.8355685,.2405848,.2169801,.0036573,.1065271,0,.1265944,.0845334,.0066253,.3317582,.0000252,.0007975,.0039026,.0193161
1105,19,0,0,,"","Perry AL",8923,6.957385,64.3,6.67,43.6,.479,2.816427,2.6,930.50527,1.939804,9.096388,212.9329,0,.2634573,.1570077,.1225005,.0856056,0,.6752735,.014442,.0059081,.3431226,0,.0013704,0,.012527
1107,70,2,22,46220,"Tuscaloosa, AL","Pickens AL",19930,10.70294,62.5,7.57,35,.4997,2.489268,1.2,931.89809,2.370518,12.43737,351.2293,10.03512,.2583007,.1345005,.0921837,.0651846,0,.3982345,.0475474,.0031096,.2965275,0,0,.0008552,.0597206
1109,100,0,0,45980,"Troy, AL","Pike AL",33114,60.72842,65.7,5.19,36.5,.5343,2.727533,1.6,910.57481,4.106412,10.40771,301.9871,0,.2050213,.2355385,.0129377,.1409714,0,.3731478,.0240566,.0208471,.3498893,.0001796,.0154777,.0013811,.0365632
1111,117,7,40,,"","Randolph AL",22722,21.52803,59.8,7.27,37.6,.4733,2.552024,2.9,817.35842,3.069356,10.03109,514.9194,30.80715,.2775798,.1493201,.1182814,.0916834,0,.1936194,.0290869,.0034763,.2858345,0,0,.0012917,.0365195
1113,83,0,0,17980,"Columbus, GA-AL","Russell AL",57961,418.6864,64.1,5.49,45,.454,2.532151,3.1,843.47223,6.037122,12.67935,143.1997,0,.2042367,.1652888,.0072924,.152973,0,.4475693,.0561603,.0079957,.3342297,.0003092,.0004466,.0023453,.0257159
1115,86,1,7,13820,"Birmingham-Hoover, AL","St. Clair AL",89512,99.17371,60.8,9.18,36.7,.4068,2.641047,.9,840.14299,4.596873,13.90209,96.0765,1.117169,.2312662,.1646018,.0230698,.1275101,0,.0932574,.0250761,.0086481,.3166128,0,.0016036,.002178,.0253221
1117,378,18,43,13820,"Birmingham-Hoover, AL","Shelby AL",217702,413.9457,62,8.03,34.8,.4344,2.661214,1.1,872.8177,6.025735,13.90209,173.6319,8.268183,.2150602,.4213022,.0150563,.1159732,0,.128911,.0577867,.0221736,.4511595,.000213,.0038436,.0002874,.0517038
1119,110,4,21,,"","Sumter AL",12427,6.576564,64.9,6.6,42.6,.5469,2.395778,1.3,970.03702,1.883512,9.427627,885.1694,32.18798,.251044,.2182489,.1070283,.1208716,0,.7141281,.0115042,.0201718,.3097029,0,.0112437,.0042027,.0123609
1121,74,2,30,45180,"Talladega-Sylacauga, AL","Talladega AL",79978,147.2834,61.7,8.36,38.9,.4584,2.455555,1.3,844.85471,4.992358,11.28951,92.52544,2.500688,.2508393,.1428495,.0421832,.0821807,0,.3256752,.0235882,.0063512,.3058468,.0002358,.0001489,.0035272,.0258439
1123,330,50,44,10760,"Alexander City, AL","Tallapoosa AL",40367,44.39777,61.9,6.14,36,.4617,2.43702,3,854.55594,3.793189,10.84017,817.4995,123.8635,.2946885,.1834721,.1542806,.1171488,0,.2677976,.0235079,.0058276,.3086448,0,.0017718,.0009395,.0250319
1125,291,7,24,46220,"Tuscaloosa, AL","Tuscaloosa AL",209355,660.0068,62,7.1,34.6,.463,2.706823,1.6,911.46622,6.49225,12.43737,138.9984,3.343603,.1899756,.3031579,.1172717,.1377323,.0048444,.3184466,.0388443,.0157675,.3538486,0,.0031715,.0030681,.0321776
1127,110,0,0,27530,"Jasper, AL","Walker AL",63521,65.47005,60.6,7.59,40.1,.4587,2.538035,2,873.16151,4.181593,11.05913,173.1711,0,.2630786,.1157113,.0394758,.1228589,0,.0606332,.0256471,.0053366,.2714563,0,.0013955,.0020653,.0219744
1129,55,5,42,33660,"Mobile, AL","Washington AL",16326,7.17233,67.1,2.38,32.8,.4684,2.746974,3.1,1022.5471,1.970231,12.97046,336.886,30.626,.2629137,.1112564,.0953108,.0109321,0,.2333008,.0158139,.0088533,.2522228,0,.0000601,0,.0235078
1131,87,4,24,,"","Wilcox AL",10373,7.12235,66.4,4.88,47.5,.5108,2.770344,.9,959.29221,1.963238,9.246962,838.7159,38.56165,.2667733,.1250694,.1559008,.061546,0,.7073492,.014115,.0023525,.3020958,0,0,.0031425,.0331704
1133,25,0,0,,"","Winston AL",23629,26.4973,58.7,7.67,37.8,.4517,2.497385,1.1,865.65786,3.277043,10.07023,105.8022,0,.2873626,.1353585,.1663125,.0649977,0,.0079459,.0319527,.0030854,.2446056,0,.0001257,.0038203,.029405
2013,0,0,0,,"","Aleutians East Borough AK",3337,.0792043,30.5,2.06,49.9,.3987,2.604047,2.6,3908.8182,-2.535724,8.112827,0,0,.1502134,.1274175,.1075949,.0135965,0,.1041252,.1470839,.4278805,.2102129,0,0,.0008457,.0909091
2016,0,0,0,,"","Aleutians West Census Area AK",5634,.6706985,33.8,2.12,44.1,.3628,3.723937,10.6,4382.8103,-.3994355,8.636575,0,0,.1413594,.1643535,.2419929,.0471045,0,.0648261,.1382142,.3966451,.2233196,0,0,.006734,.012173
2020,196,4,47,11260,"Anchorage, AK","Anchorage Borough AK",288000,1541.897,18.4,3.46,31.7,.4251,2.70997,4.5,3359.6049,7.340769,12.88997,68.05556,1.388889,.1683451,.3527142,.0154344,.1517819,.0332989,.05448,.0929793,.0986389,.4022648,.0002904,.0022323,.0156708,.0392094
2050,1,0,0,,"","Bethel Census Area AK",18386,3.586966,16.5,1.6,30.8,.4446,3.771391,35.4,3749.5887,1.277307,9.819345,5.438921,0,.1220356,.1233853,.1129915,.1295978,0,.0091129,.0242644,.0093325,.4008223,0,0,.004547,.0528798
2060,0,0,0,,"","Bristol Bay Borough AK",836,.8395473,21.4,1.72,41.3,.3911,2.44985,4.5,3645.1131,-.1748925,6.728629,0,0,.2212087,.2232558,.3946809,.3469388,0,.0079818,.0752566,.013683,.3846107,0,0,.0061224,.0591837
2068,0,0,0,,"","Denali Borough AK",2097,.0632087,11,2.85,24.7,.3631,2.291409,2.3,3335.2392,-2.761313,7.648263,0,0,.1874696,.4353529,.3847572,.2759644,0,.0213696,.0320544,.053424,.2823681,0,.0044803,.0046917,.0723861
2070,0,0,0,,"","Dillingham Census Area AK",4916,3.085371,20,3.38,35.2,.4285,3.254451,23,3671.0823,1.126672,8.500251,0,0,.1524,.1926258,.258381,.0995851,0,.0072,.0376,.0086,.4334733,0,0,.0090909,.0489899
2090,85,2,39,21820,"Fairbanks, AK","Fairbanks North Star Borough AK",96849,467.5264,9.8,1.93,30,.4061,2.612121,5.9,3246.1362,6.147456,11.48091,87.76549,2.06507,.156369,.3258837,.0584444,.1524636,0,.0490043,.083671,.033626,.3686105,.000281,.0030305,.0095074,.0325803
2100,0,0,0,,"","Haines Borough AK",2530,.4955576,22,3.64,26.4,.3796,2.40887,7.9,2892.2824,-.7020716,7.835975,0,0,.3237672,.3744658,.2283323,.2227564,0,.0060631,.0323363,.0101051,.4047554,0,0,.0023493,.1401723
2105,0,0,0,,"","Hoonah-Angoon Census Area",2148,1.436244,26.8,6.53,31.5,.3914,2.475695,3.4,2882.2614,.3620313,7.672292,0,0,.3133426,.2339286,.330314,.487069,0,.0190609,.0636913,.0148768,.3715169,0,.0046904,.0167488,.0965517
2110,29,0,0,27940,"Juneau, AK","Juneau Borough AK",31974,250.7833,23.4,7.47,26.9,.3947,2.532418,4.4,2853.4596,5.524589,10.37268,90.69869,0,.2031265,.3949909,.0097895,.1889298,0,.0121446,.0679476,.0685081,.4537063,0,.0020414,.0504144,.0429903
2122,23,1,7,,"","Kenai Peninsula Borough AK",58708,46.07894,21,3.04,32.9,.4322,2.601984,4.5,3417.2701,3.830356,10.98033,39.17694,1.703345,.2556507,.2328376,.1808347,.1426569,.0502003,.0065604,.0425572,.0172381,.3311258,.0001546,.0013397,.0066524,.0806757
2130,16,0,0,28540,"Ketchikan, AK","Ketchikan Gateway Borough AK",13901,238.4056,31.1,8.38,38,.4161,2.535453,4.4,2751.3277,5.473973,9.539716,115.0996,0,.2298462,.244572,.0532871,.1725729,0,.0094841,.0577669,.0832735,.3393744,.0005071,.0012315,.0357194,.0286903
2150,1,0,0,,"","Kodiak Island Borough AK",12998,307.6844,28,2.64,33.8,.3869,3.046988,9.1,3516.5723,5.729075,9.47255,7.693491,0,.1698764,.260132,.0945421,.1007117,0,.010266,.0883477,.2164106,.3107154,.0003663,.0005861,.0001375,.0636514
2158,0,0,0,,"","Kusilvak Census Area AK",8314,.1021577,14.6,1.75,23,.4305,4.68461,49.3,3758.8401,-2.281238,9.025696,0,0,.0965916,.0481378,.1240449,.1178203,0,.0040949,.0257738,.0048175,.3601485,0,0,.0009814,.0279686
2164,0,0,0,,"","Lake and Peninsula Borough AK",1592,.0233807,22.2,3.03,37.5,.4318,2.989318,7.8,3647.4626,-3.755845,7.372746,0,0,.1594203,.1576471,.5017594,.3196347,0,.0100819,.0352867,.031506,.4230471,0,0,.0034965,.0384615
2170,21,1,29,11260,"Anchorage, AK","Matanuska-Susitna Borough AK",108317,114.1513,13.2,3.21,34.1,.4171,3.287537,5,3341.1268,4.737525,12.88997,19.38754,.9232161,.1825667,.2118758,.1816026,.15513,0,.011458,.0506087,.0168386,.3439986,.0001256,.0011695,.0077938,.0648378
2180,1,0,0,,"","Nome Census Area AK",10004,.83457,10.1,1.83,40.2,.4294,3.264097,30.5,3743.9147,-.1808387,9.21074,9.996001,0,.1247002,.1459361,.174105,.1621622,0,.0076938,.0250799,.0144884,.4185535,0,.0005038,.0039117,.0410729
2185,0,0,0,,"","North Slope Borough AK",9832,8.261728,-4.4,.82,39.7,.4156,3.381424,31.8,3410.3604,2.111634,9.193398,0,0,.1229741,.165745,.0611692,.1999555,.0356268,.0145867,.0429498,.0592585,.3512662,0,.0022456,.0270973,.0174462
2188,0,0,0,,"","Northwest Arctic Borough AK",7621,1.867949,4.6,1.16,41.8,.4375,3.972527,35.8,3592.3064,.624841,8.938663,0,0,.1165428,.116818,.1897118,.1158052,0,.0106896,.0378047,.0082127,.3955994,0,0,.0015662,.0497259
2195,3,0,0,,"","Petersburg Census Area",3266,.4872056,26.6,9.7,24.1,.4388,2.712914,3,2825.3198,-.7190691,8.091321,91.85548,0,.2719652,.2758782,.1776391,.1472957,0,.0214219,.0602297,.0322881,.2771465,0,.0043011,.0092105,.0440789
2198,2,0,0,,"","Prince of Wales-Hyder Census Area",6203,3.862885,34,7.57,44.8,.4139,2.702598,6,2791.5278,1.351414,8.732788,32.24246,0,.2521021,.1759839,.1443991,.1183831,0,.0051386,.0369044,.0096543,.3490247,0,.0010812,.0141654,.0348392
2220,1,0,0,,"","Sitka Borough AK",8493,193.5675,30.9,10.18,26.2,.4222,2.374782,2.6,2891.7582,5.265626,9.046998,11.7744,0,.2310628,.3262781,.0400095,.1604278,0,.0093674,.0698508,.0775992,.4084134,0,0,.0101781,.0405004
2230,0,0,0,,"","Skagway Municipality",1183,.9639087,18.4,3.01,32.4,.3224,2.28685,3.5,2882.6364,-.0367587,7.075809,0,0,.2186411,.3374536,.2457496,.2054381,0,.0069686,.054878,.0252613,.380259,0,0,.0074627,.0492537
2240,2,0,0,,"","Southeast Fairbanks Census Area AK",6893,.1791401,6.8,1.62,32.7,.3858,3.031489,9.2,3162.0924,-1.719587,8.838262,29.01494,0,.2146574,.1910213,.2281913,.1305361,0,.0163342,.0637468,.0234172,.3154351,0,.0167248,.0035562,.1347795
2261,1,0,0,,"","Valdez-Cordova Census Area AK",9202,.2453681,12.2,3.85,34.1,.4226,2.923388,2.3,3214.8214,-1.404996,9.127176,10.8672,0,.2216281,.3064192,.415021,.1474132,0,.0089481,.0530336,.0464863,.3624747,0,.0005376,.0074273,.0449763
2275,0,0,0,,"","Wrangell City and Borough",2502,.414325,30.4,8.12,43.1,.4071,2.261713,2.1,2769.8507,-.8811045,7.824846,0,0,.3236117,.2069333,.1498987,.0713202,0,.0047942,.029964,.0327607,.3592376,0,0,.0066351,.1165877
2282,0,0,0,,"","Yakutat Borough",579,.0352966,22.4,6.04,31.4,.3498,2.68375,6.9,3051.295,-3.343968,6.361302,0,0,.2715232,.1995565,.2493947,.0763359,0,.0198676,.0463576,.0678808,.3393557,0,.0058055,.0029762,.0505952
2290,1,0,0,,"","Yukon-Koyukuk Census Area AK",5230,.0156225,7.9,.85,30.3,.4666,2.678667,16.3,3365.3959,-4.159041,8.562166,19.12046,0,.223578,.1337764,.3149009,.1041667,0,.0080721,.027783,.0037545,.4014117,0,0,.0048567,.0796503
4001,744,11,35,,"","Apache AZ",71887,27.71783,44.2,1.22,33.7,.495,3.438895,13.1,1951.6672,3.322076,11.18285,1034.958,15.30179,.2146816,.116801,.1880277,.1409805,0,.0050544,.0639116,.0039266,.3308298,0,.0001119,.0105721,.0658003
4003,43,1,5,43420,"Sierra Vista-Douglas, AZ","Cochise AZ",125922,460.8904,52.5,2.84,30,.4404,2.377747,2.1,2093.6973,6.13316,11.74342,34.14812,.7941424,.2911415,.2299839,.0396334,.1539143,0,.0394652,.3563383,.0204859,.3719294,.0001742,.0009978,.0076074,.0451245
